web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien
"1767551340-219","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Berger Allemand","100 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-220","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Berger Allemand","135 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-221","https://sn.coinafrique.com/categorie/chiens?page=8","Chien","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-222","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots bichon","155 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-223","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots berger allemand malinois","100 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-224","https://sn.coinafrique.com/categorie/chiens?page=8","Berger allemand","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-225","https://sn.coinafrique.com/categorie/chiens?page=8","Chien berger allemand","130 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-226","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Labrador","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-227","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Labrador","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-228","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Labrador","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-229","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-230","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots malinois","150 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-231","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Labrador","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-232","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot métisse pitbull - malinois","170 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-233","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Pitbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-234","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot berger","250CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-235","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Boerboel","450 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-236","https://sn.coinafrique.com/categorie/chiens?page=8","Caniche bichon","200 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-237","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Rotweiller","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-238","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-239","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-240","https://sn.coinafrique.com/categorie/chiens?page=8","Chien Canne Corso italien","300 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-241","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Doberman","450 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-242","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot pittbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-243","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Pitbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-244","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots pittbull male","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-245","https://sn.coinafrique.com/categorie/chiens?page=8","Chien berger belge malinois","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-246","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots berger allemand","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-247","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Berger Allemand","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-248","https://sn.coinafrique.com/categorie/chiens?page=8","Chien","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-249","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot berger allemand","175 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-250","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Malinois","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-251","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Berger Allemand","165 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-252","https://sn.coinafrique.com/categorie/chiens?page=8","Caniches Bichons maltais - 5 mois","125 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-253","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Labrador","300 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-254","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots bergers allemands","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-255","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots bichon malté","180 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-256","https://sn.coinafrique.com/categorie/chiens?page=8","Mâle berger allemand","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-257","https://sn.coinafrique.com/categorie/chiens?page=8","Mâle berger allemand","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-258","https://sn.coinafrique.com/categorie/chiens?page=8","Bichons maltais","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-259","https://sn.coinafrique.com/categorie/chiens?page=8","Pitbul","120 000CFA","Bargny, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-260","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots tigrés","150 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-261","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Malinois","400 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-262","https://sn.coinafrique.com/categorie/chiens?page=8","Chiens Berger Allemand","100 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-263","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot berger malinois","100 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-264","https://sn.coinafrique.com/categorie/chiens?page=8","Chien mâle berger allemand","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-265","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Berger Malinois mâle - femelle","200 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-266","https://sn.coinafrique.com/categorie/chiens?page=8","Chien Pitbull","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-267","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots labradors","450 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-268","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot berger allemand","250 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-269","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Pékinois","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-270","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Pitbull","150CFA","Bargny, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-271","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Pitbull","130 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-272","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Bichon Maltais","350 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-273","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Bichon","200 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-274","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot berger allemand mâle","150 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-275","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Boerboel","450 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-276","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot femelle Yorkshire","400 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-277","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Bergers Allemands","150 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-278","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Husky","450 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-279","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot pitbull","150CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-280","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot couple teckel","200CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-281","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Bergers Allemands","150 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-282","https://sn.coinafrique.com/categorie/chiens?page=8","Chien Bijon Malté","210 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551343-283","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Spitz","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-284","https://sn.coinafrique.com/categorie/chiens?page=7","Chien malinois","200 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-285","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot malinois","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-286","https://sn.coinafrique.com/categorie/chiens?page=7","Chien Pitbull","500 000CFA","Pout, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-287","https://sn.coinafrique.com/categorie/chiens?page=7","Bichon malte","95 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-288","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot bergers allemands","250 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-289","https://sn.coinafrique.com/categorie/chiens?page=7","Rottweiler royal  femelle","350 000CFA","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-290","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Labradors","65 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-291","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Chowsky","600 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-292","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Caniche bichon","300 000CFA","Gueule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-293","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Berger Allemand","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-294","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Pittbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-295","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots","350 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-296","https://sn.coinafrique.com/categorie/chiens?page=7","Bichons","300 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-297","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Bergers Allemands","165 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-298","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Berger Allemand","180 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-299","https://sn.coinafrique.com/categorie/chiens?page=7","Chien malinois belge","400 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-300","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Bichon","400 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-301","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Bichon","400 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-302","https://sn.coinafrique.com/categorie/chiens?page=7","Berger Malinois","250 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-303","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Berger","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-304","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot femelle","80 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-305","https://sn.coinafrique.com/categorie/chiens?page=7","Bichon Maltais","200 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-306","https://sn.coinafrique.com/categorie/chiens?page=7","Chien","150 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-307","https://sn.coinafrique.com/categorie/chiens?page=7","Chien Bichon Maltais","250 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-308","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots bergers allemands","170 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-309","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot mâle Pitbull","120 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-310","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots croisés","150 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-311","https://sn.coinafrique.com/categorie/chiens?page=7","Berger allemand femelle","80 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-312","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Berger Malinois","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-313","https://sn.coinafrique.com/categorie/chiens?page=7","Berger allemand","400 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-314","https://sn.coinafrique.com/categorie/chiens?page=7","Caniche","200 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-315","https://sn.coinafrique.com/categorie/chiens?page=7","Chien Husky Berger","200 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-316","https://sn.coinafrique.com/categorie/chiens?page=7","Caniches","200 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-317","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots malinois","150 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-318","https://sn.coinafrique.com/categorie/chiens?page=7","Chien Rottweiler","200 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-319","https://sn.coinafrique.com/categorie/chiens?page=7","Femelle pitt","130 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-320","https://sn.coinafrique.com/categorie/chiens?page=7","Chien","Prix sur demande","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-321","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots berger allemand","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-322","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Caniche","200 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-323","https://sn.coinafrique.com/categorie/chiens?page=7","Chien Dogue Allemand croisé Berger","150 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-324","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Amstaff","150 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-325","https://sn.coinafrique.com/categorie/chiens?page=7","Dalmatien","500 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-326","https://sn.coinafrique.com/categorie/chiens?page=7","Chien Pitbull mâle","110 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-327","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots malinois","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-328","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Bulldog Français","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-329","https://sn.coinafrique.com/categorie/chiens?page=7","Chien malinois","200 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-330","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Samoyede","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-331","https://sn.coinafrique.com/categorie/chiens?page=7","Pitbull","150 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-332","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Bichons Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-333","https://sn.coinafrique.com/categorie/chiens?page=7","Husky blanc sibérie","600 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-334","https://sn.coinafrique.com/categorie/chiens?page=7","Chien","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-335","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots caniches","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-336","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots","150 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-337","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Rottweiler","200 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-338","https://sn.coinafrique.com/categorie/chiens?page=7","Chien Pitbull","130 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-339","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot bichon maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-340","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Pékinois","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-341","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Doberman","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-342","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Bichons maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-343","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots labrador mâle","260 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-344","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Caniche","250 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-345","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Carlin","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-346","https://sn.coinafrique.com/categorie/chiens?page=7","Chien","350 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-347","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot bichons maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-348","https://sn.coinafrique.com/categorie/chiens?page=7","Chien Husky","400 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-349","https://sn.coinafrique.com/categorie/chiens?page=7","Chien Pittbull","350 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-350","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot berger allemand","165 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-351","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Berger Allemand","130 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
"1767551343-352","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot labrador","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3734409_uploaded_image1_1654778942.jpg"
